#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
28,20,0.23,-4.79,0.00607,1.63e-05,Moderately soluble,-4.87,0.00501,1.34e-05,Moderately soluble,-6.88,4.91e-05,1.32e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.76,0,0,0,0,0,0.55,0,1,2,3.14
29,12,0.42,-5.59,0.00118,2.59e-06,Moderately soluble,-5.06,0.00398,8.71e-06,Moderately soluble,-6.38,0.000192,4.22e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-5.92,0,0,0,0,0,0.55,0,1,2,5.22
19,12,0.17,-2.09,2.27,0.00808,Soluble,-1.65,6.25,0.0223,Very soluble,-4.0,0.0278,9.91e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.88,0,0,0,0,0,0.55,0,0,0,3.4
21,12,0.38,-4.01,0.0296,9.71e-05,Moderately soluble,-4.62,0.0073,2.4e-05,Moderately soluble,-5.45,0.00109,3.56e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.69,0,0,0,0,0,0.55,0,0,0,3.11
37,18,0.26,-4.85,0.00745,1.42e-05,Moderately soluble,-4.45,0.0185,3.52e-05,Moderately soluble,-8.74,9.5e-07,1.81e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.42,1,2,0,0,0,0.55,0,0,1,4.02
18,12,0.09,-2.07,2.27,0.00857,Soluble,-2.01,2.57,0.0097,Soluble,-4.28,0.0141,5.3e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.52,0,0,0,0,0,0.55,0,0,0,2.28
17,6,0.33,-3.17,0.171,0.000671,Soluble,-3.33,0.118,0.000464,Soluble,-3.93,0.03,0.000118,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.02,0,0,0,0,0,0.55,0,1,0,2.97
18,11,0.38,-3.89,0.0341,0.000129,Soluble,-3.81,0.0407,0.000154,Soluble,-4.46,0.00912,3.44e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.49,0,0,0,0,0,0.55,0,0,0,2.84
24,18,0.33,-4.31,0.0158,4.94e-05,Moderately soluble,-4.33,0.0151,4.71e-05,Moderately soluble,-5.88,0.000418,1.31e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.86,0,0,0,0,0,0.55,0,0,0,3.22
21,11,0.33,-3.91,0.0357,0.000124,Soluble,-4.6,0.00716,2.49e-05,Moderately soluble,-5.19,0.00185,6.44e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.62,0,0,0,0,0,0.55,0,0,0,3.64
24,17,0.11,-4.94,0.00388,1.15e-05,Moderately soluble,-5.4,0.00134,3.97e-06,Moderately soluble,-6.6,8.39e-05,2.49e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,Yes,-5.4,0,0,0,0,0,0.55,0,0,1,3.32
28,20,0.16,-5.78,0.000792,1.66e-06,Moderately soluble,-6.61,0.000116,2.43e-07,Poorly soluble,-7.89,6.16e-06,1.29e-08,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.0,0,0,0,0,0,0.55,0,0,2,3.58
32,23,0.23,-4.27,0.0237,5.31e-05,Moderately soluble,-4.92,0.00537,1.2e-05,Moderately soluble,-6.76,7.72e-05,1.73e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.3,0,0,0,1,0,0.55,0,0,1,3.71
19,9,0.54,-3.31,0.147,0.000493,Soluble,-3.81,0.0464,0.000155,Soluble,-4.91,0.00371,1.24e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.33,0,0,0,0,0,0.55,0,2,0,2.67
33,22,0.2,-4.68,0.00936,2.1e-05,Moderately soluble,-4.7,0.00891,2e-05,Moderately soluble,-7.07,3.77e-05,8.45e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.79,0,0,0,0,0,0.55,0,0,1,4.06
29,15,0.56,-4.3,0.0227,5.05e-05,Moderately soluble,-5.59,0.00116,2.58e-06,Moderately soluble,-4.69,0.00929,2.06e-05,Moderately soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-7.01,0,0,1,1,0,0.55,0,0,2,3.76
28,12,0.45,-2.94,0.437,0.00114,Soluble,-2.27,2.05,0.00537,Soluble,-5.23,0.00224,5.86e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-7.65,0,0,0,0,0,0.55,0,0,1,3.63
17,6,0.45,-2.09,2.06,0.00806,Soluble,-2.13,1.88,0.00734,Soluble,-2.54,0.738,0.00288,Soluble,High,No,No,No,No,No,No,No,-7.26,0,0,0,0,0,0.55,0,1,0,2.81
19,12,0.25,-5.27,0.00148,5.35e-06,Moderately soluble,-5.98,0.00029,1.05e-06,Moderately soluble,-6.12,0.000209,7.57e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-4.09,1,0,0,0,1,0.55,0,1,1,2.08
26,6,0.65,-3.86,0.0504,0.000139,Soluble,-2.96,0.401,0.0011,Soluble,-4.56,0.0101,2.78e-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.57,0,0,0,0,0,0.55,0,0,1,3.79
22,5,0.81,-2.36,1.34,0.00434,Soluble,-2.65,0.698,0.00226,Soluble,-2.38,1.28,0.00416,Soluble,High,No,Yes,No,No,No,No,No,-7.09,0,0,0,0,0,0.55,0,0,1,3.09
30,18,0.38,-5.17,0.00302,6.78e-06,Moderately soluble,-4.75,0.00784,1.76e-05,Moderately soluble,-6.8,7.04e-05,1.58e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.33,0,0,0,0,0,0.55,0,0,2,3.29
25,9,0.61,-3.79,0.0664,0.000163,Soluble,-3.73,0.0767,0.000188,Soluble,-6.85,5.75e-05,1.41e-07,Poorly soluble,High,No,Yes,Yes,No,No,Yes,Yes,-7.12,0,0,0,0,0,0.55,0,0,1,2.95
18,5,0.54,-1.94,2.84,0.0114,Very soluble,-2.05,2.22,0.00886,Soluble,-3.23,0.146,0.000582,Soluble,High,No,Yes,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,0,0,2.37
32,19,0.33,-4.7,0.0087,2.01e-05,Moderately soluble,-5.06,0.00377,8.69e-06,Moderately soluble,-6.4,0.000172,3.97e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.47,0,0,0,0,0,0.55,0,0,1,3.42
21,10,0.41,-4.38,0.0119,4.16e-05,Moderately soluble,-5.26,0.00156,5.46e-06,Moderately soluble,-5.99,0.000291,1.02e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.03,0,0,0,0,0,0.55,0,0,1,3.03
27,20,0.13,-5.08,0.00403,8.27e-06,Moderately soluble,-5.35,0.0022,4.51e-06,Moderately soluble,-5.26,0.00269,5.51e-06,Moderately soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.1,0,1,0,0,0,0.55,0,0,1,3.63
28,22,0.0,-4.5,0.0118,3.14e-05,Moderately soluble,-5.83,0.000554,1.47e-06,Moderately soluble,-3.92,0.0455,0.000121,Soluble,High,No,No,No,No,No,No,No,-6.25,0,0,0,1,0,0.56,0,0,1,3.02
26,9,0.42,-3.27,0.192,0.00054,Soluble,-3.2,0.225,0.000634,Soluble,-3.79,0.058,0.000163,Soluble,High,Yes,No,No,Yes,Yes,No,Yes,-7.01,0,0,0,0,0,0.55,0,1,1,3.18
20,15,0.22,-4.19,0.0169,6.43e-05,Moderately soluble,-3.82,0.0398,0.000152,Soluble,-6.84,3.78e-05,1.44e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.38,0,0,0,0,0,0.55,1,0,1,2.96
28,18,0.16,-4.52,0.0128,3.04e-05,Moderately soluble,-4.58,0.011,2.61e-05,Moderately soluble,-7.72,8e-06,1.9e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.72,0,0,0,0,0,0.55,0,0,1,3.17
29,15,0.35,-5.84,0.00066,1.44e-06,Moderately soluble,-6.04,0.000413,9.03e-07,Poorly soluble,-7.96,5.07e-06,1.11e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.43,0,0,0,0,1,0.55,0,0,2,3.1
21,18,0.13,-2.97,0.303,0.00108,Soluble,-2.34,1.28,0.00459,Soluble,-4.6,0.00705,2.52e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-7.07,0,0,0,0,0,0.55,0,0,0,2.56
24,9,0.61,-2.64,0.753,0.00229,Soluble,-2.05,2.92,0.00889,Soluble,-3.43,0.121,0.000369,Soluble,High,Yes,Yes,No,No,No,Yes,No,-7.46,0,0,0,0,0,0.55,0,0,0,3.05
29,10,0.55,-4.7,0.00833,2e-05,Moderately soluble,-5.58,0.0011,2.64e-06,Moderately soluble,-4.95,0.00464,1.12e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.03,0,0,0,0,0,0.55,0,0,2,4.56
30,15,0.38,-5.23,0.0025,5.88e-06,Moderately soluble,-5.79,0.00069,1.63e-06,Moderately soluble,-7.98,4.46e-06,1.05e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.75,0,1,0,0,0,0.55,0,0,2,3.43
23,5,0.57,-3.71,0.0788,0.000194,Soluble,-4.03,0.0374,9.24e-05,Moderately soluble,-5.06,0.00355,8.77e-06,Moderately soluble,High,No,No,No,Yes,No,No,No,-7.12,0,0,0,0,0,0.55,0,0,1,4.39
17,6,0.54,-3.61,0.0746,0.000245,Soluble,-3.26,0.167,0.000548,Soluble,-4.35,0.0137,4.51e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.95,0,0,0,0,0,0.55,0,0,0,2.43
21,10,0.47,-3.08,0.242,0.000827,Soluble,-3.68,0.061,0.000209,Soluble,-4.02,0.0277,9.46e-05,Moderately soluble,High,No,No,Yes,No,No,No,No,-6.57,0,0,0,0,0,0.55,0,0,0,3.57
25,22,0.06,-4.77,0.00677,1.71e-05,Moderately soluble,-4.6,0.00993,2.51e-05,Moderately soluble,-7.66,8.63e-06,2.18e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.28,0,0,0,0,0,0.55,0,0,1,2.93
28,25,0.09,-5.18,0.00242,6.61e-06,Moderately soluble,-5.62,0.000883,2.41e-06,Moderately soluble,-8.94,4.22e-07,1.15e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.52,0,0,0,0,0,0.55,0,0,2,3.35
22,6,0.56,-4.44,0.0116,3.67e-05,Moderately soluble,-5.03,0.00297,9.42e-06,Moderately soluble,-5.45,0.00111,3.52e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.03,0,0,0,0,0,0.55,0,0,1,1.99
19,6,0.46,-2.86,0.387,0.00138,Soluble,-3.29,0.145,0.000517,Soluble,-4.41,0.011,3.93e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.47,0,0,0,0,0,0.55,0,0,0,3.59
20,17,0.0,-3.2,0.177,0.000627,Soluble,-3.62,0.0674,0.000239,Soluble,-5.58,0.000743,2.63e-06,Moderately soluble,High,No,No,Yes,Yes,No,Yes,Yes,-6.62,0,0,0,0,0,0.55,0,0,0,2.52
18,15,0.0,-3.77,0.044,0.000169,Soluble,-4.17,0.0174,6.69e-05,Moderately soluble,-5.15,0.00184,7.06e-06,Moderately soluble,High,No,Yes,Yes,Yes,No,No,Yes,-5.82,0,0,0,0,0,0.55,0,1,0,2.7
30,21,0.12,-4.69,0.00814,2.05e-05,Moderately soluble,-4.71,0.00775,1.95e-05,Moderately soluble,-7.85,5.57e-06,1.41e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.31,0,0,0,0,0,0.55,0,0,1,3.66
19,11,0.5,-3.02,0.25,0.000962,Soluble,-2.93,0.307,0.00118,Soluble,-3.92,0.0312,0.00012,Soluble,High,Yes,Yes,Yes,Yes,No,No,No,-6.45,0,0,0,0,0,0.55,0,0,0,3.06
26,17,0.24,-4.52,0.0104,3e-05,Moderately soluble,-4.72,0.00668,1.92e-05,Moderately soluble,-6.51,0.000107,3.09e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.74,0,0,0,0,0,0.55,0,2,1,3.78
16,10,0.31,-4.31,0.0135,4.89e-05,Moderately soluble,-3.77,0.047,0.000169,Soluble,-5.0,0.0028,1.01e-05,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.34,0,0,0,0,0,0.55,0,0,1,1.86
28,19,0.17,-2.51,1.19,0.0031,Soluble,-1.93,4.49,0.0117,Very soluble,-5.38,0.0016,4.18e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.49,0,0,0,0,0,0.55,0,0,1,3.28
19,12,0.07,-2.69,0.522,0.00205,Soluble,-2.64,0.581,0.00228,Soluble,-5.31,0.00125,4.93e-06,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.57,0,0,0,0,0,0.55,0,0,0,1.66
22,17,0.21,-3.94,0.0336,0.000116,Soluble,-3.58,0.0759,0.000262,Soluble,-7.19,1.86e-05,6.41e-08,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.89,0,0,0,0,0,0.55,0,0,0,2.73
27,12,0.24,-3.77,0.0689,0.000171,Soluble,-4.1,0.0321,7.98e-05,Moderately soluble,-5.11,0.00311,7.73e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.21,0,0,0,0,0,0.56,0,0,1,3.64
22,6,0.47,-4.01,0.0302,9.75e-05,Moderately soluble,-3.9,0.0389,0.000126,Soluble,-4.37,0.0131,4.24e-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.5,0,0,0,0,0,0.55,0,1,1,4.46
16,9,0.3,-2.44,0.927,0.00365,Soluble,-2.97,0.273,0.00107,Soluble,-2.9,0.317,0.00124,Soluble,High,No,No,Yes,No,No,No,No,-7.02,0,0,0,0,0,0.55,0,0,0,2.75
24,12,0.43,-4.48,0.0106,3.28e-05,Moderately soluble,-4.49,0.0105,3.23e-05,Moderately soluble,-5.51,0.000996,3.07e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.28,0,0,0,0,0,0.55,0,0,1,3.08
20,15,0.06,-3.91,0.0327,0.000124,Soluble,-3.64,0.0599,0.000227,Soluble,-5.21,0.00163,6.18e-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.73,0,0,0,0,0,0.55,0,0,0,2.34
21,17,0.0,-4.91,0.00371,1.23e-05,Moderately soluble,-5.37,0.00127,4.22e-06,Moderately soluble,-5.32,0.00143,4.75e-06,Moderately soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.98,0,0,0,0,0,0.55,0,0,1,2.91
39,22,0.2,-6.0,0.000542,9.92e-07,Poorly soluble,-5.87,0.000737,1.35e-06,Moderately soluble,-10.67,1.17e-08,2.14e-11,Insoluble,High,No,No,No,Yes,Yes,No,Yes,-6.53,1,3,0,1,0,0.55,0,0,2,4.03
19,12,0.13,-3.52,0.0766,0.000303,Soluble,-3.66,0.0551,0.000218,Soluble,-4.9,0.00317,1.25e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.77,0,0,0,0,0,0.55,0,0,0,2.8
21,17,0.06,-4.86,0.00403,1.38e-05,Moderately soluble,-5.21,0.0018,6.16e-06,Moderately soluble,-6.87,3.92e-05,1.34e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,No,-4.99,0,0,0,0,0,0.55,0,0,1,3.12
37,18,0.41,-5.75,0.000924,1.77e-06,Moderately soluble,-6.11,0.000408,7.8e-07,Poorly soluble,-7.63,1.22e-05,2.33e-08,Poorly soluble,High,No,No,No,Yes,No,Yes,No,-6.37,1,3,0,0,0,0.55,0,1,2,4.0
19,9,0.54,-3.64,0.0747,0.00023,Soluble,-2.91,0.403,0.00124,Soluble,-3.15,0.231,0.000713,Soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.51,0,0,0,0,0,0.55,0,0,0,2.85
31,12,0.38,-4.38,0.0204,4.19e-05,Moderately soluble,-4.29,0.0249,5.12e-05,Moderately soluble,-6.66,0.000107,2.19e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.28,0,1,0,0,0,0.55,0,0,2,3.63
28,12,0.39,-2.91,0.482,0.00122,Soluble,-2.01,3.87,0.00977,Soluble,-4.31,0.0195,4.91e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,No,No,-8.01,0,0,0,0,0,0.55,0,0,1,3.0
25,12,0.43,-4.86,0.00458,1.37e-05,Moderately soluble,-5.47,0.00114,3.4e-06,Moderately soluble,-7.21,2.06e-05,6.15e-08,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.13,0,0,0,0,0,0.55,0,0,1,3.75
31,16,0.42,-6.09,0.00035,8.08e-07,Poorly soluble,-6.82,6.55e-05,1.51e-07,Poorly soluble,-7.38,1.83e-05,4.22e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-4.91,1,1,0,0,1,0.55,0,0,2,4.71
36,20,0.3,-4.29,0.0249,5.14e-05,Moderately soluble,-3.8,0.0771,0.000159,Soluble,-6.66,0.000107,2.2e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.66,0,2,0,0,0,0.55,0,0,1,4.29
23,0,0.88,-2.5,1.04,0.0032,Soluble,-2.82,0.495,0.00152,Soluble,-2.54,0.935,0.00286,Soluble,High,Yes,Yes,No,No,No,No,No,-6.99,0,0,0,0,0,0.55,0,0,1,3.34
22,15,0.31,-4.26,0.0176,5.55e-05,Moderately soluble,-4.3,0.0159,5.01e-05,Moderately soluble,-5.17,0.00215,6.78e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.74,0,0,0,0,0,0.55,0,0,1,2.66
26,6,0.69,-2.08,3.19,0.00825,Soluble,-2.73,0.717,0.00185,Soluble,-3.84,0.0559,0.000145,Soluble,High,No,Yes,No,No,No,No,No,-8.5,0,0,1,1,0,0.55,0,0,1,3.27
21,5,0.5,-2.64,0.714,0.00229,Soluble,-4.45,0.0112,3.58e-05,Moderately soluble,-2.68,0.65,0.00208,Soluble,High,No,No,No,No,No,No,No,-6.84,0,0,0,1,0,0.56,0,0,1,3.46
24,11,0.44,-2.52,1.0,0.003,Soluble,-1.71,6.58,0.0197,Very soluble,-3.98,0.0346,0.000104,Soluble,High,No,Yes,No,No,No,No,No,-7.88,0,0,0,0,0,0.55,0,0,0,3.35
26,20,0.14,-4.26,0.0189,5.51e-05,Moderately soluble,-4.12,0.0258,7.5e-05,Moderately soluble,-7.36,1.49e-05,4.33e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.16,0,0,0,0,0,0.55,0,0,0,2.86
18,15,0.0,-3.34,0.117,0.000453,Soluble,-3.15,0.182,0.000703,Soluble,-4.53,0.00761,2.94e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.28,0,0,0,0,0,0.55,0,0,0,2.59
29,5,0.65,-3.5,0.132,0.000313,Soluble,-4.26,0.0234,5.52e-05,Moderately soluble,-3.53,0.124,0.000294,Soluble,High,No,Yes,No,Yes,No,No,Yes,-7.34,0,0,0,0,0,0.55,0,0,1,4.13
25,15,0.41,-3.37,0.146,0.000431,Soluble,-3.14,0.243,0.00072,Soluble,-4.63,0.00787,2.33e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-7.09,0,0,0,0,0,0.55,0,0,0,3.07
28,11,0.5,-3.93,0.0471,0.000116,Soluble,-4.52,0.0123,3.04e-05,Moderately soluble,-5.88,0.000536,1.32e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-6.65,0,0,0,0,0,0.55,0,0,2,4.02
16,9,0.25,-1.97,2.77,0.0107,Very soluble,-2.23,1.52,0.00586,Soluble,-1.72,4.95,0.0191,Soluble,High,No,No,No,No,No,No,No,-7.61,0,0,0,0,0,0.55,0,0,0,2.96
21,6,0.0,-2.64,0.666,0.0023,Soluble,-4.3,0.0145,5.01e-05,Moderately soluble,-1.81,4.46,0.0154,Soluble,Low,No,No,Yes,No,No,No,No,-6.88,0,1,1,1,0,0.55,0,1,0,3.31
44,18,0.36,-5.78,0.001,1.66e-06,Moderately soluble,-6.19,0.000391,6.47e-07,Poorly soluble,-7.76,1.04e-05,1.73e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.89,1,3,1,0,1,0.55,0,1,3,4.79
23,12,0.38,-3.88,0.0445,0.000132,Soluble,-3.66,0.0737,0.000218,Soluble,-5.75,0.000598,1.77e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.23,0,0,0,0,0,0.55,0,0,0,3.0
30,18,0.17,-4.92,0.00511,1.21e-05,Moderately soluble,-4.99,0.0043,1.02e-05,Moderately soluble,-6.82,6.35e-05,1.5e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.24,0,0,0,0,0,0.55,0,0,2,3.89
25,6,0.7,-4.75,0.0065,1.77e-05,Moderately soluble,-5.18,0.00244,6.65e-06,Moderately soluble,-5.27,0.00199,5.42e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,Yes,-5.39,0,0,0,0,0,0.55,0,0,2,3.21
26,0,0.9,-3.87,0.0492,0.000135,Soluble,-4.34,0.0166,4.56e-05,Moderately soluble,-3.28,0.193,0.00053,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.0,0,0,0,0,0,0.55,0,0,2,2.98
21,10,0.47,-2.04,2.61,0.00904,Soluble,-1.62,6.95,0.0241,Very soluble,-3.17,0.195,0.000678,Soluble,High,No,Yes,Yes,No,No,No,No,-7.69,0,1,0,0,0,0.55,0,0,0,2.55
28,12,0.5,-3.03,0.356,0.000932,Soluble,-2.5,1.2,0.00315,Soluble,-5.4,0.00153,4e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-7.53,0,0,0,0,0,0.55,0,0,1,3.5
30,16,0.38,-5.14,0.00306,7.26e-06,Moderately soluble,-5.44,0.00154,3.65e-06,Moderately soluble,-6.67,8.93e-05,2.12e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.92,0,0,0,0,0,0.55,0,0,2,4.47
33,17,0.27,-4.54,0.0143,2.91e-05,Moderately soluble,-6.22,0.000295,5.99e-07,Poorly soluble,-7.31,2.43e-05,4.94e-08,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-7.13,0,1,1,1,1,0.55,0,0,2,3.72
23,12,0.53,-3.02,0.298,0.000948,Soluble,-3.71,0.061,0.000194,Soluble,-4.4,0.0125,3.97e-05,Moderately soluble,High,No,Yes,Yes,No,No,No,Yes,-6.89,0,0,0,0,0,0.55,0,0,0,3.0
37,18,0.32,-5.83,0.000815,1.49e-06,Moderately soluble,-7.64,1.24e-05,2.27e-08,Poorly soluble,-9.7,1.09e-07,1.99e-10,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,Yes,-6.15,1,3,2,1,0,0.55,0,0,3,4.01
19,9,0.57,-3.52,0.0784,0.000299,Soluble,-3.28,0.137,0.000521,Soluble,-3.78,0.0438,0.000167,Soluble,High,Yes,No,No,No,No,Yes,No,-5.83,0,0,0,0,0,0.55,0,0,0,3.36
19,9,0.42,-3.13,0.21,0.000743,Soluble,-4.36,0.0123,4.34e-05,Moderately soluble,-2.57,0.756,0.00268,Soluble,High,No,No,Yes,No,No,No,No,-6.46,0,0,0,0,0,0.56,0,0,0,2.98
27,19,0.1,-4.73,0.0072,1.88e-05,Moderately soluble,-4.81,0.00594,1.55e-05,Moderately soluble,-7.26,2.12e-05,5.53e-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,1,2,2.99
28,17,0.25,-5.9,0.00052,1.25e-06,Moderately soluble,-6.37,0.000176,4.22e-07,Poorly soluble,-7.38,1.72e-05,4.13e-08,Poorly soluble,High,Yes,No,No,Yes,Yes,No,No,-5.06,0,0,0,0,1,0.55,0,0,2,4.23
31,6,0.5,-2.68,0.921,0.00207,Soluble,-2.19,2.9,0.00653,Soluble,-3.67,0.0942,0.000212,Soluble,High,No,No,No,Yes,No,No,No,-8.63,0,1,0,0,0,0.55,0,0,1,4.64
20,16,0.17,-2.87,0.389,0.00134,Soluble,-3.1,0.228,0.000788,Soluble,-2.55,0.823,0.00284,Soluble,High,No,No,Yes,Yes,No,No,No,-7.11,0,0,0,0,0,0.55,0,0,0,2.84
22,15,0.25,-4.62,0.00753,2.39e-05,Moderately soluble,-5.69,0.000637,2.02e-06,Moderately soluble,-6.2,0.000201,6.38e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.23,0,0,0,0,0,0.55,0,0,1,3.01
31,21,0.23,-6.51,0.000129,3.1e-07,Poorly soluble,-7.04,3.83e-05,9.2e-08,Poorly soluble,-9.0,4.19e-07,1.01e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-4.35,1,1,0,1,1,0.55,0,0,2,3.0
27,5,0.67,-2.95,0.419,0.00113,Soluble,-2.83,0.547,0.00148,Soluble,-4.19,0.0239,6.46e-05,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-7.28,0,0,0,0,0,0.55,0,0,1,4.27
24,15,0.24,-3.88,0.0514,0.000132,Soluble,-3.67,0.0837,0.000215,Soluble,-6.36,0.000171,4.41e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.84,0,0,0,0,0,0.55,0,0,1,2.36
23,12,0.25,-2.28,1.68,0.00526,Soluble,-1.88,4.19,0.0131,Very soluble,-4.95,0.00361,1.13e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-7.66,0,0,0,0,0,0.55,0,0,0,2.53
27,17,0.3,-4.77,0.00617,1.72e-05,Moderately soluble,-4.28,0.0189,5.27e-05,Moderately soluble,-7.08,3e-05,8.36e-08,Poorly soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-5.68,0,0,0,0,0,0.55,0,0,2,4.29
37,17,0.32,-6.93,6.64e-05,1.17e-07,Poorly soluble,-8.5,1.8e-06,3.18e-09,Poorly soluble,-8.79,9.21e-07,1.63e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-5.29,1,2,1,0,1,0.55,0,0,3,3.95
27,23,0.05,-5.15,0.00251,7.03e-06,Moderately soluble,-5.4,0.00143,4e-06,Moderately soluble,-6.72,6.78e-05,1.9e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,No,-5.48,0,0,0,0,0,0.55,0,0,2,3.17
